ax,ay,az
  39,  202,   82
  47,   96,  -72
 102,   14,  -48
  24,  121,  113
  95,   -9,    6
 -23,  -91,   43
 -53,   -1,    5
 155,  -10,  -14
  37,  -25,  -77
 174,   61,   67
 211,  -64,   27
  -8,   55,  -26
  17,  -74,   58
 -24,  -89,  -90
  43,  -26,  -59
  60,  -33,  -47
-155,  -31,   18
 118,   51,   88
 -94,  -62,    2
  99, -132,  -43
 188,  -73,    5
  29,   76,  -59
 304,  -62, -110
  -1,    1,   97
-125,  -41,  -13
 128,   40,   64
 -80, -152,  -57
 207,  -74,  -24
 140,  -85,  -45
 276,  -25,   80
  82, -202,  -44
-512, -512,  286
  38, -133,  -55
-228,  -53,  138
 -30, -181, -105
 276, -164,  119
-291,   67,   64
-170,   73,   57
 143,  112,  152
 -93,   -4,  -31
-184, -218,  231
-141,  150,  181
  93,  171,   50
  15,  199,  168
 -29,   55,   50
 -17,   53, -145
 -96,  197,    3
 145,   68,  101
  97,  -49,  -41
 150,  -59,  -41
   3,  -17,   95
 117,   23,  -16
 138,    4,    2
  37, -128, -115
 121,  -40,  -53
  66,  -17,  -18
  62,    1,    4
  85,   35,    8
  74,   37,   39
  80,  -13,  -36
  -9,   89,   76
  13,   -7,   10
-142,   58,  117
 132,  105,  -44
 112,    9,  111
 144,   43,   92
  11,  165,  226
  70,  -19,  -12
 -31,   13,  135
-352,   85,  125
-168, -139,  -48
 181,  -22,    7
 238,  -16,    1
 224, -150,   29
-345,   33,   16
 285,   45,   -3
 118,   -1,   59
 -43,   56,  163
-177,   29,   76
   4,  -84,   62
 315,  114,   44
 -29,  -35,  -64
  72,   31,   11
  28,  107,  128
  38,   -1,   -2
-307,   69,   80
-275,   98,   47
-152,  -75,  -90
 -10, -151, -136
  49,    5,  -56
 -12, -140, -158
-139,   86,  109
  67,   30,  -63
 -86,   24, -126
 -84,  -22,    5
 -37,   37,   39
 -48,  -72,  -33
  53,  164,   83
 204, -148,   10
   0,  -73,   -6
  45,   93,  144
-125, -182,  -91
 -38,   -4,   42
  59,   20,   76
  49,  -30,  -14
  39,    0,   13
   4,   -5,   -3
   4,    2,    4
  -1,    0,    1
  -2,   -3,   -3
  -5,    0,    2
  -2,    1,    0
  -2,   -1,    1
  -2,    0,    0
  -2,    0,    1
   4,   -1,    2
  -3,   -2,    1
  -2,   -2,    0
  -4,    0,    1
  -1,    0,    1
  -2,    0,    0
   0,   -1,    2
  -1,    0,    1
  -2,   -1,    1
  -2,   -1,    1
  -1,   -1,   -1
  -3,    0,    0
