ax,ay,az
 -40,   49,  -17
  25,  -23,  -74
-166,   64,   87
  30,   61,  -36
 -86,  -27,  -29
  98,  -94,  -25
 -93,   45,   25
 101,    1, -127
-372,  -45,  108
  85, -143,   -5
 149,   53,   -8
 192,  -73,  -21
 -43,  -57,   44
  35,   14,  113
  37,  -50,   23
  11,  -10,   -1
   7,    2,    3
   1,    0,    0
   4,    0,    1
   8,    2,    1
  -9,   -3,   -4
  11,   -2,   -1
  21,    4,    6
  24,  -18,    0
  25,    3,   10
  78,  -12,   -6
 -31,  -49,  -41
  42,  -61,  -65
-113,  -62,  -81
 -18,    3,  -18
 -56,   80,   67
 214,  115,   47
  27,  -31,  -67
  83,  -32, -147
 -59,  -15,   38
  71,   84,   47
 225, -114,  -88
 138,   58,  134
  -2,   47,   93
  31,  -20,   94
 130,  -33,  -51
-167,  -65,  -18
 -57,  -29, -110
 -63,  107,  156
-180, -102,  -70
  91,  -85,  -63
   2,   20,   30
 -37,  -12,   -3
 -57,   18,   22
  -2,   38,   16
 -18,    2,    7
  -9,  -26,    7
 -59,   -9,   -1
-172,   42,   54
 110,  -36,   28
 -13, -121, -129
-109,  -58,  -81
  25,  -15,  131
 -12,  -42,   67
 -21,  -88,   42
  44,  -18,   56
 -15,  -18,   54
 -35,    0,    5
 189,   93,   77
-208,  -16,   75
 146,  -30,   31
 148,  -36,  165
  89,   34,  110
-256,   18,  -19
  38,  -60,   -7
 261,   -4,    7
 -63,  131,  167
 370,  -42,   87
  97,   74,    6
  87,  -16,  -31
 -87,  -49,  -91
 140,  119,    2
  90, -114,  -27
  48,   25,  -54
 134,  -97,  -94
  75,   10,  -35
-154,  178,  137
 -58,   66,  -23
  65,  114,   63
  66,  -30,  -16
-189,   85,  311
 206,   93,  101
 -45,  -10,   -8
-124, -145,  176
 102,  -71,   20
-275,  178,  147
-302,  267,   96
-225,  -13,   17
 -93,  511, -415
 180,   33,  -23
 -29,   65,  137
-460, -163,   11
-512,   17,  -16
-223,   19,  -55
 107,   21,  115
 109, -121,   63
 173,   92,    1
 -82, -222,   -7
-178,   26,  146
-159,  -13,   -8
  45,  -99, -114
 148, -139,  -54
 -14,  -13,   96
 -21,   45,   75
  25,  -46,    8
 -12,  -28,  -23
  12,   28,   -9
  -2,   -2,   -1
  19,    1,    0
   5,    0,    5
   9,   -1,    1
  -4,   -1,    3
  -2,    0,    3
  -2,   -1,    2
  -1,    0,    0
  -2,   -2,    1
   0,   -1,    1
   3,   -1,    0
   1,    0,    1
   0,   -1,    0
  -1,    0,    2
  -3,   -1,    1
