ax,ay,az
-125,  -13,    1
  71,  124,   33
 190,   98,  -75
  58,   47,   88
 143,   50,   -8
  20,   68,   -7
-130,   67,   36
 109,  -83,    4
-245,  -73,  -14
  97,   39,  -36
-142,  -21,  118
 -19,  -72,    9
 -78,  -97,    2
  37,  -79,   -3
  20,  -26,    1
   8,   -2,   -2
  -3,    4,    2
  -1,    2,    1
   0,    1,    0
   1,    1,    0
   6,    2,    1
 -13,    5,    6
  52,   -4,  -21
  11,   15,   19
  51,   25,   21
  50,   -3,  -74
  46,   20,   26
  56,   -2,  -49
 -85,   45,   -3
 175,  100,    1
  29,  104,   -2
-108,    5,  -21
 153,   40,   55
-216,   -5,  -28
 -74,    9,   -1
 153,  -52,  -13
 -29,  -42,  -56
-148,  -75,   -3
 -81,   32,    5
  20,   41,   17
 -39,  -54,    5
 -86, -112,  -32
 -89,  -81,  -76
 -18,  -46,  -11
 -50,  -45,   -9
 -49,  -22,    1
 -36,   -4,    1
  -4,  -41,   14
  55,   86,   19
  33,    7,   15
  53,  -23,   19
  34,  -26,   39
 -22,    2,  -11
 -78,  -36,   55
  72,  -21,  -10
  19,  -60,   59
  25,   -1,   58
-234,  -81,    5
  81,  -27,   13
 116,  -64,  -78
  77, -110,   39
  99,   -5,   10
  11,   67,   30
 -44,   26, -102
 -67,   -3,    6
 -40,  -24,  -12
  26,   44,   -3
  53,  -47,   85
 130,   70,   36
  80,   -2,  -74
 162,    9,  -25
 170,   69,   20
 -82,   78,    6
   0,   11,   55
-107,   48,   54
  42,   80,   31
  33,   48,   21
  15,    1,   -5
 -87,  116,   86
-177,  -10,   72
 205,   97,   11
 127,    2,    2
 -20,   14,  -26
  84,  -54,  -29
   0,  119,  -15
  52,   14,  -27
 167,  -57,   71
-203,   40,  -17
 -86,  -41,   91
 -95,   35,   83
  66,   94,    2
-131,  -46,   32
  44,   21,   21
  35,   -5,   20
  43,  100,    1
-266,    5,    7
 -39,  -12,    5
  57,  -75,  -80
-114,   19,   61
  40,  -15,  -47
-131, -108,   59
 -61,  -31,    7
   1,   95,   -3
   5,  -76,  -42
 -19,    6,   33
-121,  -85,   50
 123,   84,   60
 -38,  -36,   21
  93,  -17,   30
  46,  -27,   10
  24,   -5,   -3
  25,    6,    2
   3,    0,    0
  -3,    0,    1
  -6,    1,    2
  -7,   -1,    1
  -5,   -1,    1
  -3,    0,   -1
  -2,    0,    1
   2,   -1,   -1
  -2,    0,    0
  -2,   -1,    0
  -3,    1,    0
  -4,    4,    6
  -5,   -1,    1
  -3,    0,    1
  -3,   -1,    0
