ax,ay,az
 -26,  -50,   -9
   1,   20,  105
  27,  -39,   64
-124,  -26,  115
-105,   21,  193
 142,   39,  109
-324,   45,    2
-226,   -8,  104
 -63,  -10, -102
  64,   27,   29
   1,  -49,  -35
  57,   -8, -109
 145,  -10,  -17
 141,  -22,   27
-192,   61,   41
  80,   38,   62
  24,   17,  -40
 175,  138, -146
 -73,   33,    8
  56,   83,   53
   5,  -54,  -69
  10,   63,   17
  58,   76,   56
  25,   18,   14
 -13,   35,  -33
  33,   14,   11
  21,   11,    5
   9,    5,   -2
   9,    7,    4
  24,    8,    1
  24,    5,   19
-185,  -50,   51
  29,   48,   46
  62,   37,   44
  -2,  -35,  -18
  78,   28,   42
-212,  138,  100
  53,   86,   88
 -72,   -2,   50
  31,  -13,   -8
-116,   55,   95
-124,  -31,  -36
 101,  -88,  178
 106,   17,  103
 160,  -35,   26
-268,   71,  163
-116,   79,  126
 -67,   50,  -74
-191,   28,  179
  40,   82,   25
  36,   35,  -66
-115,   68,   86
 149, -135,   16
-241, -104, -125
 -98,   52,   84
  36,  175,   57
 -15,  -29,  -38
-220,   45,  144
-202, -133,   39
  37,   42,    5
-141,  -55,   37
-104,  -31,    7
 -17,   76,   57
  -1, -171, -147
 -60,    7,   16
  13,  -55,  -20
 -63,   14,   19
 -39,  -17,   -5
  -9,   -3,    3
 -10,    1,    0
  -7,    4,    3
   5,    0,   -2
   2,    3,    2
   0,    2,    1
  -1,    1,    1
  -2,    0,    2
  -2,    1,    1
  -1,    2,    1
  -1,    1,    0
   2,    1,    3
   0,    2,    1
  -1,   -1,    0
  -1,    2,    1
  -2,    1,    2
  -2,    2,    1
  -1,    0,    0
  -2,    0,    0
  -2,    2,    1
  -2,    1,    1
  -2,    2,    1
  -2,    0,    1
  -1,    1,    1
  -1,    0,    0
  -1,    1,    0
  -2,    1,   -1
  -2,    1,    0
  -2,    0,    0
  -1,    0,    1
  -1,    1,    2
   0,    1,    1
  -1,    1,    2
  -1,    0,    1
  -2,    0,    0
  -2,    1,    1
  -2,   -1,    0
  -1,    0,    2
  -3,    2,    1
  -3,    2,   -1
  -2,   -1,    0
  -1,    2,    2
   2,    2,    1
  -1,    2,    1
  -1,    0,    1
  -1,    1,    2
  -2,    1,    1
  -2,    3,    0
  -2,    2,    2
  -1,    2,    1
  -1,    0,    0
  -2,    0,    2
  -1,    0,    1
  -3,    1,    1
  -1,    1,    1
  -1,    0,    1
  -2,    2,   -1
  -1,    1,    2
  -1,    0,    0
