ax,ay,az
  10,  -19,  -35
  57,  -17,   -9
 -69,  -63,    5
  43,  -35,    0
 103,   49,   47
 -46,  -57,   -1
 -65, -109,   12
 -96,   38,   85
  84,  109,   36
 -11,  -91,   69
 -78,  125,  121
   6,  -24,  -50
 -74,   61,   -5
  24,   49,   32
 -70,   44,   53
 125,   60,  -21
  85,   54,   -8
 246,   95,   11
  61, -119,   42
-140,   79,  -75
 -66,  -13,   16
  16,   63,  -34
-134,   59,   62
  65,   73,  -16
 117,   83,    0
-126,   99,    1
  -8,  151,   62
 214,  -51,    2
  26,   87,  -22
-196,   78,   44
 384,  -37,  -31
  61,  131,   -1
 224,  -97,    1
 141,  -20,  -10
 -42,  -44,   26
 121, -116,   52
 -21,   16,  -53
 -12,  -61,  -51
-136, -101,  -30
  58,  -46,   17
  -5,  -40,    1
 -19,  -37,   -2
 -18,  -42,   -6
  21,  -71,    9
  27,    5,   -8
 134,  -17,   31
 -11,   21,    2
 -48,  -68,  -61
 -35, -122,  -22
 124,  -15,  -22
 101,  -36,  -30
   8,   34,   17
 -53,  -54,  -72
  88,  -87,    2
  79,   52,  -43
 171,   -7,  -36
   2,  -25,  -52
  23,   49,   18
-202,   47,    7
 -19,   39,    1
  69,   23,  -13
  -9,   24,   32
-153,   78,    0
-245,  116,   16
  86,   69,   25
-304,   12,  -31
 -42,  105,   63
 244,  -60,   61
 -68,   67,   57
  68,    2,   63
-235,   -6,   23
  95,   77,   43
 -41,   26,  -42
 -97,  -27,  -17
  13,   62,   -2
 148, -134,   16
-158,  -29,  -82
 -51,   34,  156
   1,  -93,  -13
-120,   33,   50
 -22,  -62,   50
 -77,   12,   34
 147,  -21,   38
 125,  -81,  -40
 -93, -120,   20
  45,  -75,   80
  89,  -33,  -15
  79,   17,    2
   5,  -54,  -24
  33,   -4,   15
  31,   11,    4
  10,   -3,   -2
   3,    2,    0
   3,   -2,    1
  -5,   -2,    0
  -5,   -1,    1
  -4,    1,    2
  -2,    0,    0
  -1,    0,    0
  -2,    0,    3
  -2,   -1,    1
  -2,    1,    1
  -1,   -1,    0
  -2,   -1,    2
  -3,   -1,   -1
  -3,   -1,    1
   1,    0,    0
  -3,    0,    2
  -3,    0,    1
  -3,   -1,    1
  -3,    0,    0
  -2,    2,    3
  -2,    3,    5
  -3,   -2,    0
  -2,   -2,    1
   1,   -3,   -1
  -3,    0,    0
  -2,    0,    0
  -2,   -1,    1
  -2,   -1,    0
   1,    3,    1
  -3,    0,    3
  -1,    0,    1
  -1,   -1,    0
   2,   -1,   -2
  -3,    0,    2
  -3,    0,    0
