ax,ay,az
 -89,  -14,   33
 -17,  123,  162
 -76, -108,  -27
  -4,  -77,   -7
 105,    0,  -30
 354,  -12,   26
 138,  -44,    0
 -73,   22,   11
  43,   12,  -13
 -33, -112,  -44
 -31,  -33,   27
 -42,  -40,  -33
-104,   69,  154
 181,  -40,   35
 -42, -163, -190
 -37,  -82,  -76
  65,  101,  151
  92,  -77,  -66
 -86,  -40,  -37
 161,   90,   68
-238,   47,   21
-123,   43,  -48
-141,  171,  190
 115,   64,  -37
  11,   33,  -39
  80,  146,   32
  85,  166,   -6
 183,   71,   34
 -72,   66,   41
 -15,  202,   68
-117,   18,   -5
 166, -103,  -45
 -76,   44,   95
  65,   38,  -91
 -22,  109,   52
-285,    6,  -45
 200,  -63,  156
-174,  -40,  113
  69,   31,  -68
-461,  108,   61
 -85, -118, -148
-371,   83,  116
  48,  226,   26
 153,  -11,  -18
-102,  176,   -4
  23,  156, -164
-133,   60,  175
-117, -130,   37
  -4,   55,  128
-180,  -91,  -16
-134,  -34,  112
 -56,  -39,    6
   4,  -35,   18
 -30,   -6,   49
 -36,   -3,   12
 -19,   -8,    2
  -4,    1,    0
  13,   11,    4
   0,   -1,    0
   5,    2,    2
   4,   -9,   -1
 -56,  -68,  -54
  60,  -40,   34
  85,    2,   37
 -94,  -58,   52
 -90, -306, -109
  11, -175,  -58
 -49,  -43,  193
-251,  -47,   59
 397,  -74,  123
  86,   30,   34
  74,   36,  -48
  33,   50,   33
 285,   55,   92
 110, -123,   73
-512,   30,  -54
 -83,   66,   43
 -43,  -28,  -35
-158,  -39,   46
   4,   91, -156
  50,  111,  -76
 290,   70,  169
 -92,   55,  -20
  17,    2,   -5
  70,  137,   32
  77,   18,   27
-182,  -55, -114
  57,   52, -168
 -35,  -20,  -28
  -4,    3,  -14
   2,    5,    2
   3,    2,   -1
   0,    3,    3
  -1,    1,    1
  -2,    2,    1
  -2,    2,    1
  -2,    4,    1
  -4,    3,    0
   0,    3,    1
   4,    2,    1
   0,    2,    1
  -4,    1,    0
   0,    3,    1
   1,    2,    0
   0,    1,    1
  -1,    1,    1
   0,    2,    1
  -1,    2,    2
  -1,    1,    1
  -2,    3,    0
   1,    1,    1
   1,    3,    0
   0,    3,    1
   0,    1,    0
   0,    1,    0
   0,    1,    0
  -1,    2,    0
   0,    2,   -1
  -1,    3,    1
   0,    0,    1
   0,    3,    1
   0,    3,    1
  -1,    3,    0
  -2,    2,    1
  -2,    0,    0
  -1,    1,    1
   0,    1,    1
