ax,ay,az
  48,   84,  -66
  86,   52,   25
 -99,  -95,  -42
 101,   63,  -50
  44,  133,  240
-205,  -45, -108
 109,  -31,   -6
  25,   -8,   -8
   8,   93,   -6
 322,   86,   23
 154,  -12,  119
 134,   41,   21
 317,  -98,   60
 -11,  -63,    2
 -73,  124,   -6
 -52,   28,   -8
 317,  -11,  -34
  62,   47,  -31
 192,   -3,   82
-512,  280, -183
 427, -109,  -10
  -3,  -89,  -22
-331,   66,  -98
-512,  -19,  -64
 129,    5,  -56
 222,  -82,   70
 -72,    3,   20
 257,  -39,   56
 -68, -115,   41
 -35,  -68,   14
-369, -183,  -37
 -10, -105,  -92
  22,  -62,   26
 -94, -157,  128
 139,   25,   46
  61, -276,   68
  34,   24, -192
 -40,   29,  -26
 -41,  -29,  -13
 -21,  -13,  -29
  28,  -76,   -2
   8, -137,   77
-158,  -55,  -98
 299, -163,   44
 181, -181,   21
 -30,   51,  -17
 -70,   78,   47
  45,  -30,   12
 -49,  -35,   65
-118,  -73,  113
-166,   -7,   28
  59,   33,  -35
-180,    4,   61
 -38,  -43,   62
-199,   33,  -28
   6,   12,   50
 -97,  -40,   50
 -57,   32,    0
  40,  -12,  -17
 -36,   67,   -9
 -86,   15,  -33
-145,   28,   26
-263,   83,  -51
 -39,   80, -104
-228,   65,   19
-138,   16,    9
  67,   29,    6
  62,  -67,   39
 202,   88, -109
  -1,   91,  -63
 129,   77,  -71
-117,  187,  139
 -89,    3,  -45
  39,   20,  -73
 351,   27,  -94
-126,   -2,  -46
 -40,  117,   56
 159,  114,   31
  70,   52,   15
 -74,  -56,  -49
-220,   37,   71
 186,  -12,   33
   4,   40,   51
 -40,   20,    2
 -20,   47,   92
  36,   32,    6
  72, -145,   39
  63,  -68,  -41
  -5,   -5,   10
  25,  -36,   -8
  12,    3,    7
   6,   14,    6
 -12,   -1,   -2
  -7,    1,    2
  -1,    1,   -1
   1,    5,    2
   3,    2,    3
   0,    1,    2
   1,   -7,    7
  13,    5,    0
   5,  -10,    8
   0,   10,    2
  -1,    1,    5
   6,   -5,  -16
 -18,  -21,  -38
 -10,    2,    5
   9,   -6,  -10
   4,   -1,    0
   0,    0,    0
   0,    1,    1
  -1,    2,    0
  -1,    0,    1
  -1,    2,    3
  -3,    1,    1
  -2,    2,    0
   0,    1,    1
  -2,    2,    1
  -1,    1,    1
  -2,    1,    1
  -2,    1,    0
  -2,    2,    2
  -2,    3,    0
   0,    0,    0
  -1,    0,    0
  -1,    0,    1
  -1,    1,    0
  -2,    1,    0
