ax,ay,az

 -96,  -30,   19

-151,    4,   46

 -90,   64,    3

   4,  -84,  -54

  -1,  -53,   11

 356, -133,   49

  69,  -24,    8

 -51, -251,  129

-122,   -7,   91

  75,   51,   20

 246,   13,  -28

  45,   74,  -52

-118, -125,   20

  85,   55,   44

 123,   16,  -63

-123,   10,   -6

 113, -214,   84

   7,   63,   73

  56,  -23,  -13

  43,   27,  137

 112,  -21,  -22

-138,  114,   57

 118,   -9,   66

  63,  -23,  -75

 -12,   79,  -20

-131, -101,   -6

  33,   30,    0

  69, -125,  -55

 -52, -127,   26

 175,  -81,   22

  90, -111,   42

 -49,    9,  -11

  72,  -57,  -53

  48,  143,   17

  -7,  -82,   50

 201, -130,   67

 -93,  -31,   13

  26,  -77,  -28

 -99,  -11,  -47

 -24,   55,  -22

 -95, -216,   71

  67, -109,   -8

  -6,  -16,   23

  73,  -90,   -4

 135,  -38,   -3

 182,  -79,  -21

-200,   79,    9

  -8,   82,    0

 133,   51,   50

-222,   64,   64

 -55,   25,    0

  64,   56,  -21

 -35,  153,   22

  29, -107,   59

 -73,  -18,  -15

   4,   -5,  -13

-138,  -24,  -23

 -29,   40,   18

-138,  104,  -47

  97,   -1,  -35

  17,   84,  -25

   7,   -7,    3

  62,   87,    1

  -6,   22,  -27

  63,   -9,    6

 229,  -53,   26

-143,  -77,    1

 -43,    7,    8

-207,   36,  -19

 -65,   79,   -4

-224,    2,    6

-159,  117,   45

-187,  -16,  -10

 -20,  -14,  -72

 -79,   44,  -65

  47,  -61,  -42

 -64,   62,   27

 107,  -13,  -15

 -21, -187,   44

  95,  -55,   11

 150,  -56,   24

-149,    5,   91

 270, -173,  -31

 -40,  -48,  -23

 -11,  -65,  -14

 160,  -21,   76

  25,  -99,  -11

 195,   22,   55

  12,  -18,   42

  31,   61,   -3

  48,   -2,    5

   9,  -17,  -18

-102,  -81,    2

 425,   31,  -30

-218,  -13,   62

 -81,  -32,   30

 -12,    8,  -46

 -85,   52,    6

 -79,  -92,   24

 -55,  -83,    8

 -53,   79,   36

 -29,  -67,   59

 113,  -37,  -70

  63,  -12,   36

 135,   13,  -42

 196,  -95,   20

-142,  -51,   18

 511, -129,   26

-373,   78,   42

 -45, -167,   53

  65,   49,  -19

  88,   37,  -24

 287,  -58,  -39

 280,  -73,   12

-171,  -32,   17

-170,  102,   47

  11,    9,   56

-167,   49,   61

 -34,   67,   13

   4,   68,   43

-212,  -11,  -13

  42,   13,   -8

  96,  -20,  -40

 -24,   29,  -53

 118,   36,   74

 -32,  117,  -35

-187,   -4,   -2

 186,  110,   25

 -59,  -18,   22

  93,  -16,  -40

 107,   66,  -11

 -37,  -11,   66

 -99,   -2,   31

-170,   43,   41

 -18,   15,   42

 -13, -118,  -48

 151,  -70,   -3

  76, -124,   -4

  47,  -51,   18

 -61,  -57,  -72

  14,  -39,   -4

  -9,   -9,    1

  -3,  -14,  -15

  -7,   -6,    0

  -8,    1,    4

  -8,   -3,    1

  -6,   -5,    0

  -7,   -6,   -2

  -6,   -6,    0

  -6,   -4,    1

  -2,   -4,    2

  -1,   -4,    1

  -1,   -4,    0

  -4,   -5,    0

  -6,  -15,    2

  -3,  -32,    4

  10,   89,    5

  -6,    3,    9

  -6,   -3,    1

  -5,   -3,    1

  -1,   -4,    0

  -2,   -4,   -1

  -2,   -5,   -1

  -2,   -4,    0

  -5,   -3,    1

  -6,   -5,    0

  -8,   -4,    1

  -7,   -5,    1

  -6,   -5,    0

  -5,   -5,   -1

  -5,   -4,    1

  -6,   -4,    0

  -5,   -5,   -1

  -5,   -4,   -1

  -5,   -5,    0

  -5,   -4,    0

  -4,   -6,    0

  -5,   -5,    0

  -6,   -4,    1

  -6,   -4,    1

  -7,   -4,    1

  -6,   -3,    2

  -6,   -4,    0

  -7,   -3,    0

  -7,   -5,    0

  -7,   -4,    0

  -7,   -5,    0

  -6,   -5,    0

  -7,   -5,    0

  -7,   -4,    0

  -7,   -4,    1

  -7,   -4,    0

  -6,   -4,    0

  -7,   -6,    1

  -7,   -4,    1

  -7,   -4,    0

  -7,   -5,   -1

  -6,   -4,    0

  -6,   -3,    0

  -7,   -4,    1

  -7,   -5,    0

  -8,   -4,    0

  -7,   -4,    0

  -6,   -4,    0

  -6,   -4,    0

  -7,   -4,   -1

  -7,   -5,    0

  -7,   -5,    0

  -7,   -3,    0

  -7,   -4,    0

  -7,   -5,    1

  -7,   -4,    0

  -7,   -3,    1

  -8,   -3,    0

  -7,   -4,    0

  -7,   -4,    0

  -7,   -5,    0

  -7,   -4,   -1

  -6,   -4,    0

  -7,   -3,    0

  -7,   -4,    1

  -6,   -4,    0

  -7,   -4,    0

  -6,   -3,    0

  -7,   -4,    1

  -7,   -4,    0

  -7,   -4,   -1

  -7,   -4,    0

  -6,   -3,    0

  -6,   -3,    0

end

