ax,ay,az

  31,  141,  -21

 -14,  -68,   51

 -88,  -44,  -45

 242,  -63,   46

  88,  -15,   10

 -82,  -56,   35

 142,  -32,    9

  36,   10,   75

 -35, -148,   63

  50,   71,   91

  43, -123,   63

 -97,  -36,   37

 -22,  -24,   12

-156, -113,   77

 167,  -35,  105

 -41,  131,  -21

 -69, -214,  -19

-101,   23,   63

  92, -128,   60

-125,  132,   91

 -73,  -94,   75

-107,   24,   13

-107,  -11,   71

-156,  -41,  -26

 -32,   -7,  -27

 200, -101,  -10

 100,   23,   32

  44,   22,    5

  -3,  -50,   -1

 -23,   34,   -8

 -91,    1,  -12

  81,  129,    2

  -7,   46,    3

  22,   11,   -2

   8,   -3,    3

 -12,   62,    0

   3,    3,    1

  -2,   -3,    0

   4,   -2,    0

   3,  -12,    0

  26,   33,  -15

  42,  111,   21

   4,   27,  -14

   1,   40,   -6

 103,   54,   34

  13,   13,  -49

  50,  217,   43

 -40,  -11,    0

 -96,  -53,  -14

  -8,   26,   -3

  36,  -47,   52

 105,   69,   10

  61,   73,   45

 359, -192,   -9

-117,  186,   11

-136,  -35,  -29

  49,   81,   12

 156, -123,  -23

  47,  -16,   25

  63,  -42,  -62

-512,   33,  139

-350,    5,   12

 -69,  -67,   13

 -93,   11,  188

  74,   37,  -19

 203,  -28,  -31

 -41,  175,   11

  -5,  -17,    2

 -46,   36,   67

-331,   37,   53

-173,   81,   93

 -73,   39,   60

 -23,  -89,  -15

  50,    0,   91

 -30,   13,  -17

  26,  -20,   51

  -7,   -8,   41

 -28,   28,   22

 -95,  -76,   12

 -41,  -30,    0

 -29,  -12,    5

  -7,   -7,    0

  -1,   -4,    0

   4,    0,   -1

  -1,   -3,    0

  -1,   -5,    1

   1,   -3,    0

  -1,   -4,   -1

  -4,   -4,    1

  -3,   -5,    0

  -4,   -6,    0

  -3,   -7,    0

  -2,   -6,    1

  -1,   -5,    0

  -4,   -3,    0

  -2,   -5,    0

  -4,   -5,    0

   0,   -4,    0

  -2,   -4,    1

  -3,   -5,    0

  -2,   -5,    0

  -2,   -5,   -1

  -2,   -4,   -1

  -1,   -4,   -1

  -3,   -3,    0

  -3,   -5,    1

  -3,   -5,    0

  -4,   -4,   -1

  -5,   -4,    0

  -3,   -4,    0

  -2,   -5,    1

  -3,   -5,    1

  -5,   -4,    0

  -6,   -4,    0

  -3,   -4,    1

  -3,   -5,    1

  -4,   -4,    2

  -3,   -5,    0

  -3,   -5,    0

  -4,   -5,    1

  -4,   -5,    2

  -4,   -4,    0

  -4,   -5,    0

  -4,   -4,    0

  -3,   -4,    0

  -3,   -5,    1

  -3,   -5,   -1

  -3,   -5,    0

  -4,   -4,    1

  -4,   -5,    2

  -5,   -6,    1

  -4,   -5,    1

  -4,   -5,    0

  -4,   -5,    0

  -4,   -5,    2

  -5,   -4,    0

  -4,   -4,    0

  -1,   -4,    1

  -2,   -5,    1

  -3,   -5,    0

  -4,   -5,   -1

  -4,   -5,    0

  -4,   -5,    2

  -3,   -4,    0

  -4,   -6,   -1

  -2,   -5,    1

  -3,   -5,   -1

  -5,   -6,    0

  -4,   -5,    0

  -2,   -6,    0

  -4,   -4,    0

  -3,   -5,    0

  -3,   -4,    0

  -3,   -5,    1

  -2,   -6,    0

  -3,   -4,    1

  -3,   -5,    0

  -4,   -5,    2

  -4,   -4,   -1

  -4,   -4,    1

  -3,   -5,    0

  -5,   -5,    0

  -3,   -5,    1

  -3,   -5,    0

  -2,   -5,    1

  -4,   -5,    1

  -4,   -5,    0

  -5,   -5,    1

  -2,   -6,    0

  -5,   -6,    2

  -4,   -6,    1

  -5,   -5,    1

  -2,   -6,    1

  -4,   -4,    0

  -3,   -5,    0

  -3,   -6,    0

  -3,   -4,    0

  -4,   -6,    1

  -5,   -6,    0

  -3,   -5,    0

  -3,   -5,    1

  -2,   -5,    1

  -3,   -6,    0

  -4,   -5,    1

  -4,   -4,   -1

  -5,   -5,    1

  -6,   -4,    0

  -4,   -6,    1

  -3,   -5,   -1

  -4,   -4,   -1

  -4,   -5,    0

  -3,   -6,    1

  -4,   -5,    0

  -4,   -6,    1

  -4,   -5,    0

  -4,   -4,   -1

  -4,   -5,    1

  -4,   -6,    1

  -4,   -5,    1

  -4,   -4,    0

  -3,   -4,    0

  -4,   -5,    0

  -4,   -5,    0

  -3,   -3,    0

  -4,   -5,    0

  -4,   -5,   -1

  -4,   -4,    0

  -3,   -6,   -1

  -5,   -5,    0

  -5,   -5,    1

  -4,   -4,    0

  -4,   -5,    0

  -4,   -5,    0

  -4,   -4,   -1

  -4,   -6,   -1

  -3,   -5,    1

  -4,   -5,    0

  -3,   -5,    0

  -5,   -5,    1

  -3,   -6,    0

  -4,   -4,    1

  -3,   -5,   -1

  -4,   -4,    1

  -3,   -5,    0

  -5,   -4,    0

  -4,   -4,    0

  -4,   -5,   -1

  -5,   -4,    0

  -3,   -6,   -1

  -3,   -5,    0

  -3,   -6,    0

  -3,   -6,    0

  -4,   -6,    0

  -3,   -5,   -1

  -2,   -5,    1

  -4,   -5,    0

  -4,   -4,    0

  -5,   -4,    0

  -4,   -4,    0

end

