ax,ay,az

  45,    4,   15

  66,   30,   17

  40,   39,   49

  13,   66,  -22

-106,    9,   13

  34,   13,    5

  77,  -27,    8

-240,   67,  -31

  22,  -66,    0

 -62,   25,   29

 281,  -25,  -14

-267,  -29,  -17

  -5,  -47,  -28

  27,  -33,  -16

-256,  -35,  -18

 -14,  -61,   -3

-110,   53,  -12

  43,  142,    1

 119,  -63,   39

-102, -148,  -47

  31,   68,   25

-105,   56,   87

 141,  -72, -118

 -35,  115,   36

  92,  -40,   34

 124, -103,   -3

end

