ax,ay,az

 -54,  -20,  -75

 -58,    0,  -39

  77,   65,   47

 105,   40,   22

 266,   66,   43

 -10,  -18,  -44

  -3,  -45,  -15

  69,   97,   20

 320,  -51,   -6

  78,  -14,   12

 -31,  231,   -8

 340,  -42,   21

 -35, -177,  -38

-140,   69,  -42

 -20, -128, -102

-136,  -59,   38

 112,   73,    9

  74,   -8,   14

  74,  -36,  -31

 -97,  -87,  -29

  12,  -16,   75

 -54,  -36,  -64

 -22,  -67,  -36

  12,  -33,   10

 -17,   -4,    4

 -13,   -5,    0

 -10,  -25,    4

  -1,  -23,   -6

  -1,   50,   -6

 -12,  -57,   18

  19,  -47,    1

 -30,  -42,   35

  -1,  -43,    7

 -98,   21,   24

 -20,  -27,   -3

-190, -229,   19

  90,  -80,   14

  69,  -66,   51

 123,   -6,   17

 298, -173,  -22

-172, -141,   78

 511,   45,   87

  95,  511, -115

 240,   14,   78

 511,  105, -325

-176,   43,   59

-216,  -14,    6

-194,  131,  -15

-377,  110,   13

 163,   40,  -35

-281,   33,  -59

  55,  125,   43

 -40,   66,  -22

  -6,   26,    5

  -6,   12,   -2

  -8,    8,    1

   4,   22,  -13

  11,   35,   32

  28,   15,   31

 -50,  109,   -8

-134,   92,  -17

  43,   76,   22

-116,    5,   68

-349,  123,  -10

  63,   68,   11

 -56,    7,    9

  34,  -47,   66

 119,  -13,  -87

  62,   77,   39

   2,   -6,   31

 166, -109, -126

 -12,  -44,  -69

 -25,   -2,   28

-144,  -54,  -48

-144,  -56,  -10

  65,   18,  -19

 -66,  -42,  -55

-126,  -76,   54

 114,  -78,   47

 -58,   16,    8

-295,  -39,  -41

 171,   93,  -47

 207,   39,   14

 105,   25,  -21

  22,  -45,   22

 102,  -14,   29

  18,   20,   -2

  78,   40,  -29

  38,    4,    9

  37,   -5,   -4

  61,   11,  -10

 114,  -25,  -30

 248,   -8,  -15

  89,   17,  -37

 -71,   49,  -36

  90,   47,   33

 104,   -6,    4

   3, -104,  -11

 197,  -90,  -30

 157,  -56,  172

  62,  -29,  -12

-345,   96,   58

-151,  -65,   25

 -18,  -21,  -14

-180,  -75,  -48

-136,  -53,  -68

 -60,   42,   76

 -53,  -14,  -44

  97,  -10,   38

 -63,  -15,   23

-123,  -31,   61

   7,  -46,   57

 -10,  -17,   27

   0,   -1,   -6

 -47,   -9,    3

 -17,  -13,  -10

 -13,  -11,    4

 -13,  -12,    2

   0,   -8,    1

  -8,   -6,   -6

  11,   -2,    3

  13,   -7,   -2

   3,   -4,    2

   0,   -2,    1

  -4,   -4,    1

  -4,   -4,    2

  -5,   -5,    0

  -3,   -4,    1

  -4,   -4,    1

  -2,   -6,   -1

  -3,   -6,    1

  -4,   -5,    1

  -2,   -5,    1

   0,   -4,    1

  -2,   -5,    0

  -2,   -6,    1

  -1,   -6,    0

  -3,   -5,   -1

  -2,   -4,    1

  -3,   -4,    0

  -2,   -6,    2

   0,   -5,    0

  -3,   -5,   -1

  -3,   -6,    0

  -4,   -5,    1

  -3,   -5,    1

  -3,   -4,    1

  -1,   -5,    0

  -3,   -5,    1

  -2,   -5,    2

  -2,   -5,    0

  -2,   -6,    1

  -3,   -5,    0

  -4,   -4,    0

  -4,   -4,    1

  -3,   -4,    0

  -2,   -4,    0

  -2,   -5,    0

  -3,   -5,    0

  -4,   -4,    1

  -3,   -5,    1

  -4,   -6,    0

  -3,   -5,    0

  -4,   -6,    1

  -3,   -5,    1

  -2,   -5,    1

