ax,ay,az

  28,   65,  -75

   2,  -28, -124

  30,  108,  -34

 157,  176,  -13

  14,  -33,   40

-196,  121,   70

-116,   42,  -32

 -51,   36,   57

 225,   50,   47

  99, -162,   -2

 170,  141,  -42

 -23,  -82,  -19

 180,  124,  -36

 462,  -33,   45

 256, -163,  -14

  -6,  102,  -32

 370,  -49,  -88

 -17,   50,  -38

  99, -122,  -49

 185,   42,  -44

  30,  -36,  -76

-288,  116,  -94

  16,  -20,   49

 -50,   74,  -40

   0, -101,   25

-260, -111,  116

-179,  -52,  -32

   8,    5,   21

end

