ax,ay,az

 -19,    4,  -44

 -99,   19,    3

 126,   87,   62

   7,   27,  -56

  21,   29,  -44

 -70,    9,  -15

 -26,   -6,   -1

  -9,    5,   18

 -88,  -21,   25

 103,  -81,   56

 -12,   -2,  -16

  70,  -12,    3

  35,   46,   -3

 -69,  139,   31

 -36,  -84,  -12

  74,  -78,   53

-127,  -21,  -50

  50,  128,   48

  58,   -3,   23

-135,   82,   -3

 169,  -57,   -8

  66,  -19,   -5

  94,  125,  -24

  26,    5,  -51

 -79,  -77,   -2

-148,   28,   21

 133,  -29,  -24

 124, -192,  -35

  20, -128,    8

 -84,  -71,  -26

-127,  -43,  -72

 -73,  -82,    0

  67, -129,   99

-264,  -92,  -24

  -3,   39,  -55

-146,   -8,  -69

   1,  -11,   30

 -44,    1,   31

  53,  -30,   60

  49,   74,  -63

 -19,   33,  -15

  34, -185,   66

 -13,   52,   75

 -13,  -31,   38

-220,   36,  -12

 -92,  -22,   43

-110,   44,    3

-179,   69,   -5

 105,  -62,   -9

-130,  -54,   31

 110,   55,  -43

 110,  -71,   27

 133,   85,  -19

   1,   39,   20

 -64,  -28,  -33

  18,   18,   28

 170,   -2,  -37

 -19,  -32,   40

 -96,   86,  -12

 171,   29,  -11

  -5,  -24,    4

 -51,  -19,   19

  73,   65,   20

  31,   -2,  -20

  43,   24,   20

  59,   21,   -1

  46,   32,    7

  44,    2,  -26

  69,  -26,  -19

  36,    9,  -17

-185,  -10,  -33

 107,   30,   47

  33,   54,   20

 142,   48,   21

 225,  -37,  -10

 168, -102,  -22

  43,    7,  -14

 174,    8,   25

 133,  154,   32

 178,   65,  -39

 131,   -5,  -15

 112, -148,  -38

  87, -118,   13

  82,  -75,  -19

-341,  -53,  107

-417,  -24,   49

 -57, -184,   99

-130,  -78,   74

   2,   60,   30

 -89,  -36,   15

 -59, -127,  -90

   8,  -53,   26

 -31,   49,   28

 204,  -66,   27

  34,   -7,   21

-161,   19,  -31

 153,   30,   44

 -54,   34,   36

  17,   42,   41

 -93,  -22,   12

   3,   -9,   17

 -98,  -26,   20

 110,   33,  -15

  51,   30,   18

  34,  -54,  -27

 -69, -101,  -38

 -89,   79,   26

-152,   26,   -7

-118,   -9,   52

  13,   33,  -93

 112,  -55,  -79

 -65,  -88,  -59

 -91,  -37,   34

 -21,  -23,   19

  81,  -28,  -23

  74,  -11,  -22

  13,  -28,  -10

  41,  -45,   15

  64,   -9,  -13

  37,  -13,   -3

  23,  -10,   -1

   3,   -5,    1

  -1,   -5,    0

  -1,   -7,    0

  -5,   -8,    3

  -6,   -7,    0

  -8,   -4,    1

  -4,   -5,    2

  -1,   -8,    0

   1,   -6,    2

   0,   -5,    0

  -2,   -5,    1

  -2,   -5,    2

  -4,   -6,    0

  -5,   -7,    0

  -4,   -6,    0

  -7,   -6,    1

  -5,   -6,    2

   1,   -5,    0

  -4,   -5,    0

  -4,   -6,    0

  -2,   -7,    0

  -2,   -6,    1

  -3,   -6,    1

  -2,   -6,    1

  -4,   -5,    1

  -5,   -6,    1

  -2,   -5,   -1

  -3,   -5,    2

  -3,   -4,    1

  -5,   -5,    0

  -4,   -9,   -3

  -3,   -6,    0

  -3,   -6,   -1

  -2,   -3,    2

  -4,   -4,    2

  -5,   -5,    1

  -3,   -2,    3

  -3,   -5,    1

  -4,   -6,    0

  -3,   -6,    0

  -2,   -6,    0

  -3,   -6,    0

  -3,   -6,   -1

  -4,   -5,   -1

  -3,   -7,    1

  -2,   -5,    0

  -2,   -6,    1

  -5,   -6,    1

  -4,   -6,    1

  -5,   -5,    1

  -5,   -6,    0

  -5,   -6,    1

  -6,   -6,    1

  -5,   -5,    0

  -6,   -6,    1

  -5,   -6,   -1

  -4,   -5,    1

  -5,   -5,    1

  -3,   -6,   -1

  -4,   -7,    0

  -4,   -6,   -1

  -3,   -6,    0

  -5,   -6,    0

  -4,   -6,    1

  -4,   -6,    0

  -4,   -6,    1

  -5,   -5,    1

  -4,   -6,    0

  -4,   -6,   -1

  -5,   -6,   -1

  -5,   -5,    2

  -5,   -4,    1

  -6,   -6,    0

  -5,   -6,    0

  -4,   -6,    0

  -4,   -5,    0

  -5,   -6,    0

  -6,   -5,    0

  -3,   -6,   -1

  -3,   -6,    0

  -4,   -6,    0

  -5,   -5,    0

  -4,   -6,    0

  -4,   -5,    1

  -4,   -6,    0

  -5,   -5,    0

  -5,   -6,    0

  -4,   -6,    0

  -4,   -6,   -1

  -3,   -6,    0

  -4,   -6,    1

  -4,   -6,    1

  -4,   -7,    2

  -4,   -5,    0

  -5,   -5,    0

  -4,   -6,    2

  -4,   -6,   -1

  -4,   -6,   -1

  -3,   -6,    0

  -4,   -6,    1

  -4,   -7,    1

  -4,   -6,    1

  -5,   -7,    0

  -3,   -5,    1

  -4,   -7,    1

  -4,   -5,    1

  -4,   -6,    1

  -5,   -6,    0

  -3,   -7,    0

  -3,   -6,    0

  -5,   -7,    0

  -4,   -6,    2

  -4,   -6,   -1

  -3,   -5,    0

  -5,   -6,    0

  -5,   -6,    0

  -4,   -5,    0

end

