ax,ay,az
  23,   59,  -68
  89,   58,  -45
   4,  -40,   -3
  -8,  -49,   -2
  58,   -2,  -35
  85,   20,  -17
 -23,   40,  -18
  32,  -14,    0
 -20,  -73,  -10
  23,  -72,   64
  53,   50,   -9
 -21,   82,    5
 176,  -55,   -6
 -47,   29,  -32
 -65,   32,  -54
 -59,   35,   20
  15, -106,   31
  20,    4,   53
  51,  -14,   26
  76,   51,   36
-123,   28,    8
 -16,  -97,  -40
-378,   65,   -4
  -8,   -1,   -9
 215,  -49,  -16
  93, -118,   72
 102,   71,   45
 -42,   10,  -15
  58, -160,  -31
  53, -133,   42
  -9,  -82,   35
 -17,    5,   98
-112,  -95,  -10
-129, -145,   23
  51,  -10,   55
-298,  -93,  121
 -38,   13,    3
 -25,   17,   39
-313,  127,  158
-361,  109,  199
-237,  102,  -76
 118,  -95,  -67
 177, -104,  -25
 247,   60,   51
 -67,  -27,  201
-238,  141,  143
-100,    1,   81
 161, -167,   14
-225,  202,  177
  25,  -25,   34
 -11, -132, -100
 110,  -63,   30
  13,   74,   26
 164,  -32,   63
 453,  -60, -135
   4,    2,  109
 -23,  -62,    7
  13,    3,   -9
  91,   54,  -18
 -67,   85,  -20
 -48,  100,   13
  71,   -2,   38
 136,  -84,   18
  15,   34,    3
-119,   64,   31
  46,   83,    0
  10,  -46,   19
  42,  103,   61
  89,   52,  -35
 145,   94,  -61
 104,  -82,  -21
  35,  192,   42
-157,   47,   15
 193,  -74,   36
-104,   73,   19
 -82,   90,   31
  73,  -46,  -22
 -27,  206,   90
 144,  -87,   10
 -49,  -33,   25
 156,  -59,   21
-160,  -13,   32
  21, -111,  -72
-145,   24,   82
 213,   -9,   72
  31,  -51,   47
  47,   50,   75
 -29,   32,   69
  16,  -80,   81
 -18, -115,   13
  35,  -48,    8
  16,  -22,    3
   3,   -1,    3
   1,   -2,    3
   4,    0,    1
   2,   -1,    0
   2,    1,    1
   3,   -1,    0
   3,   -2,    1
   6,    0,    2
   3,    0,    1
   4,   -2,    1
   2,   -1,    2
   3,   -1,    0
   1,   -2,    2
   5,   -2,    1
   2,   -1,    2
   0,   -1,    2
   2,   -2,    1
   3,   -1,    2
   5,   -1,    2
   3,   -1,    1
   1,   -2,    1
   1,   -1,    1
   4,    0,    1
   3,   -1,    0
   3,   -1,    0
  -1,    0,    0
   3,   -1,    0
   2,   -1,    2
end
