ax,ay,az

  25,   21,   -9

 -11,  -16,   -1

 -41,   -3,  -41

  43,   50,   47

  36,   32,  -51

  53,   28,    0

  48,  -24,  105

 150,    0,   46

  75,   12,  -21

-309,   15,  -26

  62,  -35,   12

 248,   47,  -80

 248,  -38,  -24

 -43,  -85,  -16

 -44,   23,  -11

 -97, -105,  -51

-122,  -26,   15

-276, -163,   49

  47,   47,   17

 -73,  -87,   51

-189,  -79,   -4

 -89,   26,  -31

-147,  -46,    0

-109,   38,   36

  -9, -122,   10

-344,  -39,  -46

 -11,   -5,   37

 -72,  -24,   32

 -32,    1,   12

 -25,  -10,    0

 -18, -100,   18

  -5,   17,   -8

  35,  -27,  -32

-114,  -43,   17

  17,  -94,   21

 -64,  -34,   51

 179,    4,  -33

 116,  -77,   67

   7,  -12,    0

 -66,    4,   12

 -77,   53,  -23

-342,   12,   25

-426,   96,   97

 -20,   75,  -36

-352,  -29,  -15

-239,  -28,   56

 128,  -63,   57

-207,   66,  105

 -64,  -70,  -55

 459, -190,    6

 151,  133,   -7

-198,   12,  -47

 173,   49,   13

 -80,    7,   58

  97,   88,   15

  -9,   76,  -12

  16,   20,   -5

  72,   63,   18

 -10,  -10,  -15

 -11,  -35,    6

  -9,    9,    4

  40,   17,   32

 -47,  -39,   47

 -24,  -38,  -83

 -86,   32, -104

 -11,  130,   30

-191,  148,   91

-279,  -14,  -37

 -17,  109,   49

 -78,    6,   24

  92,  -91,   57

 208,   10,  -45

-284,   12,  119

 -43,   -3,   -7

 -19, -202,   27

 124,  -39,  126

-138,  -68,   19

  73,   39,  126

  34,  -45,   10

 -16, -142,  -20

  86,  -95,  -32

-112,  -25,  107

 -16,   16,  142

 -13,   12,   -2

 -57,   23,  -44

-119,   -1,   39

  55,    7,   21

  -3,   22,   -6

 -33,   -2,   -5

  39,   58,   25

  50,   27,   -4

  29,    5,    0

  50,  -44,  -27

 -55,   21,   19

   4,   20,  -73

 128,  -76,   31

 -57,  -42,   -2

 -68,  -55,    9

   3,   51,   48

  60,  -11,   45

 -31,  -64,   22

 -99,   -9,   -5

 267, -181,  -69

 -54,  -33,  -62

 119,  -25,  -32

 272, -189,   49

  54, -187,   56

 125,   18,   90

  38,  -63,   54

-144,  -32,  -54

 167,  -47,   15

  50,   19,  -19

-257,  -21,  -14

-271,   32,   67

-173,  -48,    9

 -41,  -30,   63

-124,   -9,   77

  99,   27,   -2

 -19,  -12,   81

 -29,   -9,   -9

 -44,  -18,    4

 -21,   -5,    2

  -5,   -9,   -2

   1,    1,    2

   6,   -3,    2

  10,   -2,    1

   7,   -4,    1

  -2,   -4,    0

  -3,   -4,   -1

  -6,   -4,    0

  -3,   -4,    1

  -7,   -6,    2

  -3,   -5,    3

  -2,   -5,    0

   8,   -3,   -1

   3,   -4,   -1

   1,   -5,    0

  -2,   -5,    1

  -2,   -4,    0

  -1,   -5,    0

  -3,   -4,    0

  -4,   -4,    1

  -1,   -3,    1

  -2,   -4,    1

  -1,   -5,    1

  -3,   -5,   -1

  -3,   -4,    0

  -2,   -3,    1

  -4,   -4,    0

  -2,   -5,    0

  -2,   -5,    1

  -2,   -4,    1

  -3,   -4,    1

  -2,   -5,   -1

  -1,   -6,    0

  -3,   -5,    0

  -1,   -3,    1

  -1,   -5,    1

  -2,   -4,    0

  -4,   -5,    0

  -3,   -5,    0

  -3,   -5,    1

  -3,   -4,    0

  -3,   -4,    0

  -1,   -4,    0

  -3,   -4,    0

  -1,   -4,    0

  -3,   -5,    1

  -3,   -6,   -1

  -1,   -5,    0

  -1,   -4,    2

  -1,   -5,    1

  -2,   -5,    0

  -2,   -4,    0

  -2,   -4,    0

  -2,   -4,   -1

  -3,   -5,    0

  -3,   -5,    0

  -2,   -5,    0

  -1,   -5,    1

  -2,   -4,    0

  -2,   -4,    0

  -1,   -5,    0

  -2,   -5,    0

  -3,   -5,    0

  -2,   -5,    0

  -3,   -6,    0

  -3,   -6,   -2

  -3,   -5,    0

  -3,   -5,    0

  -1,   -5,    0

  -2,   -6,    1

  -3,   -5,    0

  -3,   -4,    0

  -1,   -5,    0

  -2,   -6,    1

  -2,   -6,    0

  -2,   -5,    1

  -2,   -5,    0

  -1,   -4,    1

  -3,   -5,    1

  -3,   -6,    0

  -3,   -4,    0

  -2,   -3,    1

  -3,   -4,    0

  -2,   -6,    0

  -2,   -6,    0

  -2,   -4,    1

  -2,   -4,    1

  -2,   -4,    1

  -2,   -5,   -1

  -3,   -5,    1

  -4,   -4,    1

  -3,   -4,    0

  -2,   -3,    2

  -2,   -4,    0

  -2,   -5,    0

  -3,   -6,    0

  -3,   -6,    1

  -3,   -4,    0

  -2,   -4,    0

  -3,   -4,   -1

  -3,   -5,    1

  -1,   -5,    0

  -1,   -6,    1

  -1,   -5,    1

  -3,   -6,    0

  -3,   -5,    1

  -2,   -5,    0

end

