ax,ay,az
  13,  -62,   47
  21,  232,   47
 122,  128,  122
 -76,    9,  -64
  69,   16,   -7
-160,  -43,   26
  47,   67,    3
 -61,   30,  116
 -26,   91,  -43
 -96,   32,   25
  40,   -3,   61
-152,   48,   84
-192,  140,  118
 -12,  -70,   66
 -37,  -78,   39
 109,   18,   37
 -78,  -98,   37
 -84, -189,   27
 -10,  -61,    6
  20,  -21,   -6
   7,    2,    4
  -2,   -2,    6
   9,   12,   17
  10,   -1,  -14
  10,   22,   -1
 -17,    0,   48
  98,   63,   57
  -1,  -24,  -55
 -24,   90,  -56
  15,  -89,  -24
 -19,   -5,  -27
 -24,   48,   16
 159,  -18,   45
 -29,  -16,  -82
 -41,   45,   -8
-120,   12,   34
-173,  -57,   43
  25,  -35,  -16
-254,   96,    9
 -83,  -59,  -64
  30,  -10,  -55
   6,  -29,  -24
-214,   38,    8
 137,   29, -143
 -70,  -23,   -1
 -26,  -52,  -37
  11,  -48,   19
 -54,  -21,    9
 -32,   -5,    1
 -31,   -1,   15
 -10,    6,   39
 -32,  -52,  -30
   8,  -34,   17
  40,  -27,   12
 -13,  -15,   -2
  66,  -49,  -58
 -32,  -73,    5
 107,  -95,   38
  86,   46,   45
 -71,  -35,  -14
 -56,  -15,   -3
  34,   64,  -35
-146,  -77,   27
 108,   31,   76
 103,   25,   18
  20,   29,  -50
  38,   82,    9
 -66,   91,   34
  21,  -30,   12
  75,   85,  -30
   6,   45,    4
  48,   63,   -6
-131,  -17,   14
 -72,  -21,   32
 255,  -30,  -55
-105,  -51,  -84
   2,   73,   34
 -20,  -41,  -27
-146,   60,   53
 -82,   20,   23
 -53,  -92,  -55
  36,   -1,   22
  44,   95,   37
 -34,   -2,   10
 -33,   16,   13
  34,   61,   16
 -28,  -34,  -23
 -60,  -12,    1
 -91,   19,   44
 135,   71,  -94
  91,  -10,  -12
 -89,  -23,   27
 -90,   83,  -22
 -74,   -3,  -22
   2,   -4,   81
  74,  -12,   67
 -79,   39,   53
 -57,  -76,   62
  24,   -5,   45
 -85,  -65,  117
  59,  -48,   74
 -24,  -56,  -38
-147,  -35,   43
 116,   51,  -23
 105,   15,   51
 225,  -31,  -62
  16, -116,  -31
  59,   13,   33
  92,  -45,  -19
  96,  -38,   10
  20,  -34,   -6
  10,   28,    3
  16,    4,    5
  10,    0,   -2
   0,    2,    3
  -3,    0,    2
  -3,   -1,    0
  -1,   -2,    1
  -2,    0,    0
   0,   -1,    1
   2,   -1,    2
  -1,    0,    1
   0,    0,    0
  -3,    1,    2
  -4,   -2,    1
   0,    1,    1
  -5,    0,    3
  -4,   -1,    1
  -3,   -1,    1
  -2,   -1,    0
  -4,    1,    0
  -1,   -1,   -1
  -5,    0,    2
  -6,   -1,    2
  -6,    0,    1
  -5,    0,    1
  -5,    0,    1
  -2,   -1,    1
   0,    0,    2
  -2,   -2,    1
  -1,   -1,    0
  -3,    0,    1
  -2,    0,    1
  -2,    0,    0
  -3,    0,    1
  -2,    0,    1
  -3,    1,    2
  -2,   -1,    1
  -1,   -1,    1
  -2,    0,    0
  -2,    0,    0
  -2,    0,    1
  -1,   -1,    0
  -2,   -2,    1
   0,   -1,    0
  -2,   -1,    0
  -2,   -1,    1
  -3,    0,    0
  -1,   -2,    0
  -2,   -1,    2
  -2,    0,    1
  -5,    4,    4
  -2,   -1,    1
  -1,   -3,    1
  -1,    0,    1
  -1,   -1,    1
  -4,   -1,    1
  -2,   -1,   -1
  -3,    0,    0
  -2,   -1,    1
  -3,   -1,    1
  -3,    0,    0
  -1,    0,    2
  -2,    0,    1
  -2,    0,    1
  -2,   -1,    0
  -3,   -1,    1
  -2,   -1,    1
  -2,    0,    2
  -2,   -1,    0
  -1,   -2,    1
  -2,   -1,    0
  -2,   -1,    1
  -2,   -1,    1
  -2,    0,    0
  -2,    0,    0
  -1,   -2,    1
  -1,   -1,   -1
  -2,   -1,    0
  -1,    1,    2
  -3,    0,    2
  -2,   -2,    1
  -2,   -1,    1
  -2,    0,    1
  -1,    0,    1
  -2,    0,    0
  -2,   -1,    1
  -3,    0,    0
  -3,   -1,    1
  -3,    0,    1
  -2,   -1,    1
  -3,    0,    1
  -2,   -1,    0
  -3,   -1,    0
  -2,    0,    1
  -2,   -1,   -1
  -3,   -1,    1
  -2,    0,    1
  -2,    0,    0
  -3,    0,    0
  -1,   -2,    0
  -2,   -2,    1
  -3,    0,    1
  -2,    0,    2
  -3,    1,    0
