ax,ay,az
 -75,   45,   -7
 -69,   35,    4
  31,   17,   -8
  36,    7,   21
  90,    6,   24
  28,   -2,  -12
 161,    9,    9
-137,   58,   14
   8,   -1,   14
 108,    8,   31
 135,  -17,  -26
  30,   25,   34
 -59,   32,  -17
 111,   17,   -2
-204,  -48,   81
 125,   -3,   16
 -43,   -3,   14
 146,  -72,  -43
-213,  -15,  -20
 143,  -39,  -35
 -22,  -10,    8
 -25,  -22,   14
  50,  -20,   34
-133,   51,   92
 -31,  -24,  -53
  33,  -78,  -29
 -66,  -41,  -12
 133,    1,    7
 -20,  -45,   34
  96,   75,  119
  42,  -86,  -76
  41, -101, -103
  47,   95,  105
 -67,   31,  155
-161,  -80,  -20
  78, -127, -156
  70,  -14,  -18
 111,  -49,  -13
-142,  -49,  -59
  13,    2,   66
 141,  -68,   34
 -49,   42,  -32
 -89,   42,  103
 306,    0,   33
-198,  -51,   27
 251,  -74,  -11
-153,  -22,   22
 -35,   18,   27
-212,  -69,   81
 150,   -7,   10
 338,  -66, -111
  50,  -12,  -33
-231,   62,   89
 -20,   48,   80
-134,   23,    7
 464,   56,  -89
  36,  -44,   42
  10,  -73,    2
 254,   10,  -48
-184,   38,   92
 181,   60,   -3
-167,   -8,   21
  53,  152,  209
 131,  175,  146
  52,   34,   57
 233,   16,   38
-125,    4,  -83
-137,   57,  138
  72,   98,    6
  -2,   62,   76
 148, -242,   19
 -46,   56,  -45
-148,  -49,   11
-165,  -39,   -5
 326,  -82,  418
-416,   66,  122
-112,   60,   94
 317,   99,  116
-189, -181,  -30
 166,  259,   53
-189,  -29,  127
 156, -116,  389
 355, -215,  118
 511,  -78,  333
  79, -118,   36
  -6, -259,   10
  97, -125,  162
 384, -152,  199
-135,  131,   58
-258, -141,    4
 394,   86,  459
-432, -120,  138
  -8,  179,  188
-194,   35,  114
 -49, -182,  -71
 -38,  -29,   89
  79,  -54,   71
 -23,  -88,   15
  85,   61,   -9
-382,    7, -121
 344, -152,  -82
-133,   64,  109
  44,  -53,  113
  63,  -78,   56
 394,  -60,  125
 117,  -59,  -31
-267,   26,  315
  81, -125,   57
-128,  -65,  -10
 -94, -237,   67
 469, -192,   79
-274,  -70,  140
-171,   72,   38
 226, -262,   72
-183,  -46,  106
 -86,   39,  202
 129,  -92,   40
-350,  125,  -47
 234,  105,   26
  23,  119,   -7
  59,    6,   -5
 486,   73,   47
-132,  -26,  -14
   6,    4,    1
 101,  110,  -21
  -4,   -9,   11
  -8,   74,   19
   7,   91,   47
 -79,   18,  -95
  43,   55,   50
   7,   96,   -4
  -7,  131,  114
 131,  137,  220
 -13,   14,   55
 -50,   38,   47
 -87,   61,   63
-175,  -46,  -38
 -65,   -2,   41
  32,   94,   54
  95,  -17,   54
  12,  -48,   76
  65,   -3,   50
-257, -161, -119
 231,   17,   81
 224,  -53,   67
 -56,  -37,  -43
  76,  -45,   37
-138,  -10,   85
  66, -110,  -37
 -18,  -62,  -50
 -10,  -65,  -14
 -13, -100,  -33
  -6,  -27,   -6
  -1,   -2,    4
   1,   -1,    1
   1,    1,   -1
  -3,    2,    2
   2,    2,    0
   0,   -1,   -1
   1,    1,    2
   0,    1,    1
   1,   -1,    0
   0,    0,    0
   0,    1,    0
  -1,    1,    0
   1,    1,    1
   0,    0,    0
   0,    2,    1
   0,    0,    1
   0,    0,    0
  -1,   -1,    1
   1,    1,    1
   0,    1,    1
  -1,    1,    0
   0,    0,    0
   1,    0,    1
  -1,    0,    1
   2,   -1,    0
   0,    1,    0
   0,    0,    0
   0,   -2,    1
   0,    0,    1
   1,   -1,    1
   0,    1,    2
   1,    1,    0
   0,    0,    0
   0,    0,    1
   1,    0,    0
   0,    0,    1
   1,    0,    0
   0,    1,    1
   0,    0,    1
   0,    0,    1
  -1,    0,    1
   0,    0,    1
   0,    1,    0
   1,   -1,    1
   0,    0,    2
   0,    0,    2
  -1,    0,    1
  -1,    1,    0
  -1,    0,    1
   1,    0,    0
   0,   -1,    1
   1,    0,    1
