ax,ay,az
 -83,   40,   31
 -95,  -61,  -55
   9, -115,  -40
  54, -114,   -4
  47,  -17,   54
-147,   56,  142
  60,   32,   -8
-198,  -32,   24
 -67,  -95,  117
  25,  145,   -7
 137,   12,  -20
 -41,   27,   53
 174,  -70, -108
  48,    6,   26
 -65,  -15,   37
 -38,    7,  -22
 -58,  -49,  -31
  83,  -52,  -67
 -69,  127,   25
  15,   59,   69
 -98,   63,   65
  22,   61,  -54
   4,   17,  -14
  18,   21,    0
   8,    8,   -3
   3,    7,    3
   9,    5,    1
   7,   11,    2
   9,    8,   -1
  -6,    5,   -2
  20,   35,   15
  18,   33,   33
 -12,   10,   -9
 114,    5,  -27
 111,    9,   -2
 110,    4,  -24
 184,    0,   13
 -39,    0,  -15
 115,   32,  -47
 257,    7,   75
 -20, -108,  -28
-105,  -10,  -58
 -59,   11,  -25
 -66,   47,   -2
  19,   77, -127
 -96,   63,    1
   3,  -13,    7
  16,  -75,  -27
 -25,  -76,   15
  -2, -170,   -6
 -38,   14,   49
-226,  -16,  107
-200,  -17,  -10
-225,   70,   40
   0,  -16,   17
-171,   14,   26
 306,  -83,   54
  26,   45,    6
 -48, -102,   31
 -46,  -49,   33
   5,  -39,   78
 -65,  -41,   20
  28,   54,   23
 -10,  -17,    5
  15,   10,   10
  -7,    8,   -3
-100, -101,  -85
 -25,    1,   10
 -10,   -3,    1
  -2,    4,    0
   1,    0,   -1
   2,    3,   -1
   0,    2,    3
  -1,    1,    0
  -3,    1,    0
  -4,    1,    0
  -6,    1,    0
  -3,    1,    1
  -3,    0,    2
  -2,    1,    0
  -2,    1,    0
  -1,    2,    0
  -4,    0,    1
  -3,    1,    1
  -4,    0,    0
  -2,    0,    1
  -2,    0,    0
  -4,    2,    1
  -3,    1,    1
  -2,    1,    0
  -3,    0,    1
  -3,   -1,    1
  -3,    1,    1
  -4,    1,    0
  -4,    1,    1
  -4,    1,    1
  -2,    1,    1
  -2,    1,    0
  -3,    1,    1
  -3,    1,    0
  -3,    1,    1
  -2,    0,    0
  -3,    1,    2
  -3,    2,   -1
  -2,    1,    2
  -3,    1,    1
  -4,    1,    1
  -3,    1,    0
  -3,    2,    0
  -3,    1,    1
  -2,    0,    0
  -3,    0,    1
  -4,    1,    1
  -4,    1,    1
  -2,    1,    1
  -3,    1,    2
  -3,    1,    0
  -3,    1,    1
  -3,    1,    1
  -3,    0,    1
  -3,    0,    1
  -3,    0,    0
  -4,    1,    1
  -3,    0,    1
  -3,    0,    0
  -4,    1,    0
  -3,    1,    0
  -4,    0,    1
  -3,    0,    1
  -2,    0,    2
  -3,    1,    1
  -3,    0,    0
  -3,    0,    0
  -3,    0,   -1
  -3,    0,    1
  -4,    1,    0
  -2,    0,    1
  -2,    0,    1
  -4,    2,    0
  -2,    0,    0
  -3,    0,    1
  -3,    0,    0
  -4,    1,    0
  -2,    1,    1
  -2,    1,    2
  -3,    0,    1
  -2,    0,    2
  -2,   -1,    0
  -2,    0,    0
  -2,    1,    0
  -4,    0,    1
  -4,   -1,    1
  -3,    0,    0
  -4,    2,    0
  -2,   -1,    1
  -3,    0,    1
  -2,    0,    0
  -3,    1,    0
  -3,    1,    1
  -3,    0,    1
  -3,    1,    1
  -3,    1,    0
  -5,    1,    0
  -3,    2,    1
  -2,    1,    0
  -4,    1,    1
  -3,    0,    0
  -2,    1,    1
  -3,    1,    1
  -3,    0,    0
  -2,    0,    1
  -3,    0,    1
  -2,    1,    1
  -2,    0,    0
  -4,    0,    0
  -4,    0,    1
  -3,    1,    1
  -2,    0,    1
  -2,    0,    1
  -3,    0,    0
  -3,    0,    1
  -3,    0,    1
  -3,    1,    1
  -2,    0,    1
  -4,    1,   -1
  -3,    1,    2
  -2,    0,    0
  -4,    2,    1
  -3,    0,    0
  -4,    1,    0
  -4,    0,    1
  -4,    0,    1
  -2,    0,    1
  -3,    3,    2
  -3,    0,    1
  -4,    0,   -1
  -4,    0,    2
  -3,    1,    1
  -2,    1,    0
  -1,    0,    1
  -2,   -1,    2
  -2,   -1,    0
  -4,   -1,    1
  -3,    0,    0
  -3,    1,    1
  -2,    0,    1
  -3,    0,    1
  -2,    1,    1
  -4,    1,    1
  -3,    0,    2
  -3,    1,    1
  -3,    1,    1
  -3,    0,    1
  -2,    0,    1
  -3,    0,    1
  -3,    2,    1
  -2,   -1,    1
  -3,   -1,    0
  -3,    0,    1
  -3,    1,    0
  -2,    0,    0
  -3,    1,    1
  -4,    1,    2
  -3,    0,    0
  -3,   -1,    1
  -4,    1,    1
  -3,    0,    0
  -5,    1,    0
  -4,    1,    0
  -4,    2,    1
  -3,    1,    0
  -2,    0,    0
  -3,    1,    0
