ax,ay,az
 -29,   17,   99
 -27,  -25,  -37
 -86,   -7,   46
 121,   36,  -81
  -2,   24,   13
 -71,   32,  -46
  42,  -39,  -34
 180,   -3,   54
-125,   42,  130
  99,   84,   26
-133,  -41,   -8
  99,  -30,  -18
 -57,  -43,   13
  61,   62,   20
 -87,    8,  -26
   8,   21,   31
 -52,    6,   -6
 108,  -31,   12
 -26,  -94, -139
 -19,  -22,    6
  26,  -18,  -58
  33,   45,  -22
  23,   42,   -9
  28,   37,   16
  11,   13,   -3
  10,    8,    2
  20,   17,   -5
  14,    1,    1
  -2,  -22,  -23
  67,   46,  -16
 -54,  -92, -104
  73,   86,   54
  62,   -3,   10
 135,   81,   24
  61,  -45,  -14
  18,   31,  113
-122,   30,   61
  71,   45,  -26
 -95,   28,   39
 -59,   19,   31
  21,   25,  -27
  19,   35,  -36
   4,  -42,   15
 111,  -61,  -88
 147,   57,   -7
 156,  -61,   38
 196,  -33,   34
 -54,   38,  -33
 158,   73,   17
  10,  -11,   51
-255,   44,  -50
 -19, -113,   46
-115,  -43,  -35
-361, -140,  -69
-200, -129,   -5
 -78,   71,   31
 -63,   21,   71
 -51, -152,  -46
 -78, -129,  -12
-167,  -51,  -24
 -93,   -8,    4
 -52,  -48,  -31
 -19,    4,   16
 -10,   -1,    4
  -7,   -2,   -2
   3,    1,    1
   3,    4,   -1
   1,    3,    0
   0,    3,    1
   0,   -3,   -2
  -2,    0,    0
  -2,    1,   -1
  -1,    1,    1
   0,   -1,    1
  -1,    1,   -1
  -1,   -3,   -4
   0,    6,    5
  -1,    3,    1
  -1,    2,    0
  -2,    1,    0
   0,    1,    1
  -1,    1,    0
  -1,    1,    0
  -1,    2,    1
  -2,    1,    1
  -2,    1,    0
  -2,    1,    0
  -2,    2,    1
   0,    2,    0
  -2,    0,    1
  -1,    1,    2
  -2,    2,   -1
  -1,    2,    1
  -1,    1,    1
  -2,    1,    0
   2,   13,   14
   1,    2,    2
  -2,    0,   -1
  -5,   -5,   -5
  -2,    9,    9
  -1,    0,    0
  -3,    1,    0
  -2,    2,    1
  -1,    1,    0
  -1,    0,    1
  -2,    2,    0
  -2,    0,    1
  -1,    1,    1
  -2,    0,    0
  -2,    2,    0
  -2,    1,    1
  -1,    1,    2
  -1,    1,    1
   0,    1,    2
   0,    1,    1
  -2,    1,    0
  -2,    1,    1
  -2,    2,    0
  -3,    2,    1
  -1,    1,    0
  -2,    1,    2
  -1,    1,    1
  -2,    2,    0
  -2,    2,    1
  -2,    0,   -1
  -2,    2,    1
  -2,    1,    0
  -1,    2,    0
  -2,    2,    0
  -1,    1,    0
  -1,    2,    0
  -2,    3,    0
  -2,    2,    0
  -2,    2,    1
  -2,    1,    1
  -1,    0,    1
  -1,    2,    0
  -2,    2,    2
  -1,    2,    2
  -1,    1,    0
  -2,    1,    0
  -2,    2,    0
  -1,    2,    1
  -1,    2,    1
  -1,    1,    1
  -1,    1,    1
  -2,    1,    1
  -2,    2,    1
  -1,    1,    0
  -1,    1,   -1
  -1,    1,    1
  -2,    1,   -1
  -2,    2,    1
  -2,    2,    1
  -1,    1,    0
  -2,    1,    2
  -2,    2,    0
  -2,    1,    2
  -2,    2,    0
  -1,    1,    1
  -2,    1,    1
  -2,    1,    1
  -2,    2,    1
  -2,    1,    1
  -2,    2,    1
  -1,    2,    0
  -1,    1,    0
  -2,    2,    0
  -2,    1,    1
  -2,    1,    1
  -2,    1,    0
  -2,    1,    0
  -2,    1,    2
   0,    0,    0
  -2,    1,    0
  -2,    2,    1
  -2,    1,    0
  -3,    2,    1
  -1,    1,    1
  -2,    1,    1
  -2,    1,    2
  -2,    2,    2
  -2,    1,    1
  -3,    3,    1
  -1,    2,    2
   0,    1,    1
  -2,    0,    1
  -2,    3,    2
  -1,    2,    1
  -2,    2,    1
  -1,    1,   -1
  -1,    1,    1
  -2,    2,    1
  -1,    1,    0
  -1,    2,    1
  -2,    2,    2
  -2,    2,    1
  -2,    1,    1
  -3,    2,    1
  -2,    1,    1
  -2,    2,    0
  -1,    1,    2
  -1,    3,    1
  -1,    1,    0
  -2,    2,    1
  -2,    1,    1
  -3,    1,    1
  -1,    3,    1
  -3,    2,    1
  -2,    1,    0
  -2,    1,    0
  -2,    1,    0
  -1,    2,    1
  -1,    2,    1
  -2,    2,    1
  -2,    1,    1
  -2,    2,    0
  -1,    1,    0
  -2,    1,    1
  -3,    1,    1
  -2,    2,    1
  -2,    2,    0
  -1,    2,    1
  -2,    1,    2
  -2,    0,    0
  -2,    1,    0
  -2,    3,    0
  -2,    2,    0
  -2,    2,    2
  -2,    2,    1
  -2,    2,    0
  -3,    2,    0
  -3,    4,    2
  -2,    2,    1
  -1,    0,    1
  -3,    2,    0
  -2,    1,    1
  -2,    1,    0
