ax,ay,az
  74,   86,   15
   6,   80,   32
  85,  -23,  -31
  22,   18,   27
 -97,   32,  -12
  16,  118,   10
-124,  175,  108
 -20,  195,   13
 -89,   29,  215
 146,  163,   52
 170, -231,    4
 184,  -43,   67
 187, -140,   47
 -36,   30, -166
  -2,  132,  -35
-123,  -22,   49
 510,  -99,  143
 250, -219,  -31
  57,   53,  -33
-102,  -36,   22
 -21,  -20,   14
 224,   14,   12
  39,   87,   50
  52,   88,  -66
  91,   79,  120
 -18,   25,  -34
  23,   39,  -37
  88,  -50,  152
  89,   75,  125
 139, -151,  -62
 -69,   36,  159
-146,  -10,  122
-148, -104,  -26
  51,   13,   20
-372,  -87,   -9
 181,   14,   38
 139,  -18,   34
 -66,    8,  -39
-148,   -1,   11
 -75,  -13,  -46
-118,  -71,   26
  34,   31,  -49
-129,  -37,  -17
-151,  -13,    0
-126,  -15,   44
  48,  -40,   79
 301, -105,  -60
 -16,   28,   24
-143,  253,  -40
 213, -132,  -55
 100, -127,  100
  -4,  -79,   48
  87,  -17,  122
-445, -274,  -57
-512, -512, -512
-512, -512, -190
 192,  -38, -512
 225, -188, -317
 336, -122,    6
-204,  150,  116
-341,  -16,   79
  33,   50,  -38
  57,  -88, -306
 283,  209,   -5
 294,  493, -209
 511,   48, -512
 511,  331, -283
 511,  -65, -483
-203,  235,   45
 511,  -51,  198
 306,  201,  159
-259,   -4, -110
 104,    7,  -27
 251,   29, -144
 144,  270,   10
-111,  118,    7
 230,  203,  179
 511, -123, -512
 -35,   74, -126
 125,  -81,   99
  63,  102,  -30
 -66,   -8,   46
-176, -158,   50
 180,  117,   88
 111,   38,  -68
-194,  -21,   37
 157, -116,   81
-429,  176,  260
 -48,  132,   38
-160,  -41,   26
  41,   -2,  137
-113,  -96,   87
 119,    3,  -20
 117,  110,  -47
 153,   56,   31
 -77,   16,  114
 -21,   48,   44
  81, -144,   80
 -76, -102,   12
 -90,  -37,   77
 -64,  -62,  -10
 -88,  -73,   -3
  47,  -21,   -3
  18,  -20,    1
   0,  -18,    1
  -5,   -3,    0
  -2,   -1,   -1
  -2,   -1,    0
   2,   -3,   -1
   0,   -2,   -1
  -2,   -1,    0
  -2,   -1,   -2
  -1,   -1,   -2
  -1,   -1,   -1
  -1,   -1,   -1
  -1,   -1,   -2
  -2,   -2,   -1
  -1,   -2,   -1
  -2,   -1,    0
  -1,   -2,    0
  -2,   -1,   -1
   1,   -1,   -1
   0,   -2,    0
   0,   -2,    0
   0,   -2,    0
   0,   -1,    0
  -2,   -3,   -1
  -1,   -2,    0
  -1,   -1,   -1
  -1,   -1,   -1
   0,   -2,    1
  -1,   -2,    0
  -2,   -1,    0
  -1,   -4,   -2
