ax,ay,az
 -54,   92,  115
-132,  -70,   23
 -65,   46,   55
-164,    8,   29
-104,  -68,   22
 -89,  -87,   29
 -10,    5,  -98
 353,    4,   52
 -14,   28,   29
  39,  -82,    3
 112,  -51,  -17
  -5,   10,  -29
  80,   59,   16
 217,   -2,   34
  76,    5,    8
  87,   13,  -56
  61,   10,   -4
 123,   57,  -41
  49,  -22,   -1
  86,   -6,    3
  45,  -58,   96
-122,  -75,  -47
 146,   12,   96
  16,   38,   27
 -40,   74,   76
-128,   66,  -18
  45,  -27,   85
  16,   89,   41
 -42,   34,    5
   4,    7,  -74
  21,   86,   -2
  24,   46,   42
 150,  -33,   50
   8,   53,   46
  93,   80,   26
-144,  -68,  -39
 -31,  -33,  -29
 294,  -16,  -46
 222,  117,  104
 105,  -39,  -40
  44,   22,  -11
-210,   77,   35
-285,    9,  -26
  74,  -34,   50
  99,   62,   37
 -80,  124,  -27
  94, -106,   71
-323,  188,   14
-512,   87,    7
 -31,  140,  -53
 122,  120,   45
 303,  -44,   42
-267,  -36,   25
 299,  -93,   37
  92,  -65,   13
  68,  -55,   -3
  28,   57,  109
  71, -151,   21
 -59,   28,  120
   8,    0,   39
 -45,  -57,  -16
 -26,  -23,   -3
 -24,  -21,   11
  -6,  -49,   15
  15,  -55,   23
  67,  -43,  -29
 -40,    5,   28
 -19,  -66,   12
 114,  -18,   59
 239,   65, -132
 119,  -64,  -22
 -40,  -47,   -9
 145,  -37,   24
-331,  -19,   82
  64,   11,  -11
-331,  -29,   51
 182,  -88,   31
 232,   35,   -2
  15,  -27,   -2
 -46,  103,  -52
 183,  -25,  -44
-190,  -68,   -6
 221,   70,   67
 -46,  -33,   61
 121,   17,   66
 117,   76,   24
 -89,   65,  -80
 279,  158,  -52
  41,   68,   33
  49,  114,    6
  62,   55,   -6
  13,   19,   -3
  15,    6,    1
  -1,    1,    1
  -1,    3,    0
  -3,    1,    1
  -4,    2,    1
  -4,    1,    1
  -3,    4,    0
  -2,    2,    1
  -1,    2,    0
  -1,    3,    1
  -2,    3,    1
  -2,    2,    1
  -2,    2,    0
  -1,    0,   -1
   5,    5,    3
  -1,    2,    1
  -3,    1,    1
   0,    2,    1
  -2,    1,   -1
  -4,    1,    1
   2,    3,    2
  -1,    1,    1
  -1,    1,    0
  -1,    1,    1
  -2,    2,    1
  -3,    2,    1
   0,    0,    0
  -2,    2,    2
  -3,    5,    6
  -1,    3,    1
  -2,   11,   13
  -6,   -5,   -4
   0,    1,    1
  -2,    2,    1
  -2,    2,    1
  -1,    2,    0
  -3,    4,    1
  -3,    0,    1
  -3,    2,    1
  -2,    3,    1
  -1,    1,    3
  -1,    1,    1
  -2,    2,    0
  -3,    1,    2
  -2,    1,    1
  -2,    2,    1
  -2,    3,    0
   0,    2,    2
  -1,    2,    2
  -2,    2,    1
  -3,    2,    1
  -3,    2,    1
  -3,    2,    2
  -2,    2,   -1
  -1,    4,    0
  -1,    2,    0
  -2,    2,    1
  -2,    3,    1
  -2,    1,    1
  -3,    2,    1
  -3,    1,    2
  -3,    2,    1
  -1,    2,    1
  -1,    2,    0
  -2,    2,   -1
  -4,    3,    1
  -3,    2,   -1
  -3,    1,    0
  -1,    3,    2
  -2,    2,    0
  -2,    1,    1
  -2,    1,    1
  -3,    2,    1
  -2,    3,    0
  -3,    2,    3
  -1,    2,    0
  -2,    2,    1
  -2,    1,    2
  -3,    3,    0
  -2,    3,    1
  -1,    2,    2
  -1,    1,    1
  -3,    2,    1
  -3,    2,    1
  -3,    3,    0
  -1,    2,    1
  -1,    1,   -1
  -2,    1,    1
  -2,    1,    0
  -2,    3,    1
  -2,    3,   -1
  -1,    2,    1
  -1,    1,    1
  -1,    2,    1
  -2,    3,    1
  -3,    1,    0
  -3,    3,    1
  -4,    1,    2
  -3,    2,    0
  -3,    4,    0
  -1,    2,    1
  -3,    4,    0
  -3,    3,    1
  -3,    3,    1
  -3,    2,    1
  -3,    2,    1
  -3,    3,    0
  -3,    3,    2
  -2,    1,    0
  -2,    2,    0
  -2,    2,    0
  -2,    1,    0
  -3,    2,    1
  -3,    3,    1
  -2,    1,    1
  -3,    2,    1
  -4,    3,    1
  -3,    2,    0
  -2,    2,    0
  -2,    2,    2
  -2,    3,    1
  -1,    2,    0
  -2,    2,    1
  -2,    1,    1
  -1,    3,    0
  -2,    2,   -1
  -3,    2,    2
  -2,    3,    1
  -1,    4,    1
  -2,    2,    1
   0,    2,    1
  -1,    2,    0
  -2,    2,    1
  -2,    3,    2
  -2,    3,    1
  -1,    3,    0
  -3,    1,    0
  -2,    3,    1
  -1,    0,   -1
  -1,    2,    0
  -1,    1,    2
  -1,    2,    1
  -2,    2,    1
  -1,    1,    1
