ax,ay,az
 -91,    7,   29
-128,   -4,    9
 -39,   21,   -3
 -22,    3,  -71
  90,  -30,  -53
 -94,  -80,   -2
-245,   42,   64
-105,  -27,   46
 -98,  -26,   42
 -11,    5,  -42
-330,  -23,   76
 -59, -107,   14
  -5,  -57,   13
  39,  -20,   -8
  -1,  109,   50
 149,  128,   82
 -61,  -33,  -26
  51,  -20,  -26
  88,  -10,  -43
  13,   -8,  -75
 -71,  -20,  -10
  55,  -34,  -60
  69,   35,   18
 -11,  104,   72
 -16,  207,  124
 151,  -23,  -63
  75,   19,   91
-216,   39,  -66
 -37,  -23,  -43
-171,   58,   69
   3,   13,  -47
 101,  111,  -42
 -41,   24,  -56
  -7,   16,   -9
 -72,  -34,  -18
 -21,  -41,   58
-162,  -69,   26
-132,  -90,   98
  90,  -41,   -8
-149,  -39,    0
 -31,  -21,  -21
  26,  -66,   23
  -9,   -5,    2
 -37,  -44,   -2
 -14,  -25,    8
 -36,  -28,  -44
-129,   82,   10
  41,   20,   53
  57,   10,   -9
  17,  -81,  -59
  11, -161,  -45
  28,  -39,  -17
-125,  -52,   50
  13,  -32,  -17
  43,  -22,    5
 231,   82,  101
 109,   -1,  -35
 -99,   83,   28
 -96,   67,  -59
  74,   14,  -10
 -23,   91,  -61
  43,  -88,  -73
  -5,  -32,   55
 -71,  -13,   51
 107,   54,  -13
 247,  -44,  -92
 142,  114,   49
 -57,   42,  -40
-177,   70,   30
  -8,    6,   31
-228,   -9,   47
   9,  137,   26
 270,  -68,  -65
-183,    5,  -10
 230,  -41,  -93
 -15,   36,   56
  47,  -80,   33
 -26,  -22,  -86
-127,   59,   46
-111,   17,  -22
  17,   69,  -12
 131,   53,  -53
 -16,   27,  -42
  -4,  -28,  -15
 124,  -12,   38
   8,   46,  -46
 -12,   -1,   34
 -98,   39,    3
-112,  -78,   54
  44,   60,   95
  49,    4,  -51
  13,   20,  -49
 161, -154,   -1
 122,  -22,  -35
 -67,  -33,  -25
 -19,   19,   84
  67,  -76,   11
  56,  -20,    7
   2,  -22,  -12
   5,  -16,    0
  25,   -2,   -3
   0,   -6,   -1
   3,    0,    0
  -2,    0,    1
  -4,    0,    1
  -3,    0,    0
  -3,    0,    1
  -2,    2,    2
  -1,    1,    1
  -1,    1,    1
   0,    0,    1
   0,    1,    0
  -2,    0,    0
  -2,   -1,    1
  -3,    0,    1
  -2,    1,    0
  -3,    0,    1
  -2,    3,    3
  -3,   -1,    0
  -1,    0,    1
  -2,    0,    1
  -2,    0,    1
  -1,   -1,    0
  -1,    0,    0
  -1,    0,    0
  -1,   -1,    1
  -2,    1,    1
  -3,    0,   -1
  -4,    1,    3
  -4,    0,    1
  -3,   -1,    1
  -3,    0,    1
  -2,    0,    0
  -4,    0,    1
  -2,    2,    2
  -3,   -1,    0
  -2,   -1,    0
  -3,    0,    0
  -2,    0,    1
  -2,    0,    2
  -2,    0,    1
  -1,   -1,    1
  -3,   -1,    1
  -2,    0,    0
  -2,    0,    0
  -4,    0,    2
  -2,   -1,    1
  -1,   -1,    1
  -1,    1,    0
  -1,    0,    0
  -2,   -1,    1
  -3,    0,    0
  -3,   -1,    0
  -3,    0,    0
  -1,   -1,    1
  -1,    0,    2
  -3,   -1,    1
  -2,    0,    1
  -3,    0,    0
  -1,    0,    1
  -2,   -1,    1
  -1,   -1,    0
  -3,   -2,    2
  -1,    0,    1
  -2,    0,    1
  -1,    0,    1
  -2,    1,    0
  -1,   -2,    0
  -2,    0,    0
  -4,    1,    0
  -1,   -1,    0
  -2,   -1,    1
  -4,   -1,    0
  -2,   -1,    1
  -3,   -1,    2
  -3,    1,    2
  -2,   -1,   -1
  -1,    0,    1
  -1,   -1,    1
  -2,   -1,    1
  -2,    0,    0
  -7,   -2,   -2
  -3,    0,    0
  -4,    0,    1
  -3,   -1,    2
  -2,   -1,    0
  -2,    0,    0
  -3,    0,   -1
  -2,   -1,    1
  -2,    0,    1
  -2,    0,    0
  -1,    0,    1
  -1,    0,    1
  -3,    1,    0
  -2,   -1,    0
  -2,    0,    1
  -2,    0,    1
  -2,    0,    1
  -2,    0,    0
  -3,   -1,    1
  -3,   -1,    1
  -4,    0,    1
  -3,    0,    0
  -2,    1,    1
  -2,    0,    1
  -3,    1,    1
  -3,    1,    2
  -2,    0,    1
  -1,    1,    2
  -3,    0,    0
  -3,    0,    0
  -2,   -1,    1
  -2,    0,    1
  -3,    0,   -1
  -2,    1,    0
  -2,    1,   -1
  -2,   -1,    1
  -2,   -2,    1
  -3,   -1,    2
  -3,    0,    1
  -2,   -1,    0
  -3,    0,    0
  -2,   -1,    1
  -3,    0,    1
  -2,    0,    1
  -2,    2,   -1
  -2,   -1,    0
  -2,   -1,   -1
  -2,    0,    1
  -3,    0,    1
  -1,   -1,    0
  -2,    0,    0
  -1,   -1,   -1
  -1,   -1,    0
  -1,   -1,    1
  -2,    1,   -1
  -1,    0,    0
  -2,    0,    2
  -2,   -1,    1
  -2,    1,    0
