ax,ay,az
  13,   13,  -90
 140,   93,   45
-165,  -11,   -5
-213,   -4,   18
  48,   10,  -18
-159,  -10,   30
  85,  -37,  -25
  26,  -24,  -64
 194,    0,   10
-107,  -18,   -4
 131,   -7,   -5
 133,    4,   12
 106,   34,  -28
  32,    6,  -18
  -4,   36,   54
 -65,   16,   30
 171,   -1,  -58
  64,   93,   54
 190,  -78,  -38
  62,   48,   25
 177,  -76,  -37
-207,   56,  -15
 102,  -22,  -48
 200,   23,   10
 114,  -60,    7
  13,   34,   50
 131,  -31,   19
 -55,  -69,   53
 -85,  -57,   15
-164,  -28,   64
 150,  -72,  -31
 -34, -114,  -77
  16,   33,   56
-183,    2,  144
-368, -104,  100
  75,   42,   78
 -35,  -37,    0
 -56,  -17,   -5
  51,  129,  121
-172,  -84,   71
-180, -137,   96
 175,   94,  106
 139,  -55,  -61
-228,  112,  116
 466,   60,  -60
  11,   40,  -53
 -28, -121,    4
 147,   37, -100
 143,  -44,   14
  96,  118,   78
 -35,  194,  201
  -2,   46,   98
-108,  -39,  107
 182,   98,   60
  26,  108,   72
  77,  108,   48
 -81,  100,  -39
 -85,   83,    9
  -5,   69,   63
 -57,  -50,  -78
  23,   45,  107
  18,  100,   57
-196,  112,  135
-221, -178,   51
 115,   38,  -54
  16,  134,  153
  20,  -43,    0
 -29,    6,  -32
 401,  139,  -65
 203,   83,   -5
   2,    4,   83
 150,   90,  144
  65,   52,  132
-171,   97, -286
 284,   36,   77
 -15,   38,   63
-445,  -47,  -24
 -75,   29,   41
-200,   21,   26
 -37,   44,  -21
 -98,  -42,  250
 219,  -33,  104
 -26,  184,  120
-244,  -13,  -46
 -28,  142,   -9
  47,    2,  113
-135,  -83,   -5
 216,  -77, -143
 -92,   81,  121
-112,  -78,    8
  -8,  165, -169
  -1,   14,  134
  92, -132, -106
-140,  142,   89
 237,  -90,  169
 199,   52,  -38
-172,   90,   25
-107,  -20,  188
